EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	23:39:24	0	0.1500	23.456054306030275	15.983437538146973		0.8006
2	23:39:42	0	0.1500	16.779433410644533	13.060294151306152		0.8241
3	23:40:02	1	0.1500	15.051663402557374	13.404589653015137		0.7999
4	23:40:20	0	0.1500	14.109269451141357	11.71171760559082		0.8266
5	23:40:40	0	0.1500	13.829292530059815	10.7854585647583		0.8422
6	23:40:59	0	0.1500	13.306846313476562	10.721978187561035		0.8475
7	23:41:19	0	0.1500	12.900294956207276	10.093023300170898		0.8515
8	23:41:38	0	0.1500	12.7124723777771	9.927887916564941		0.8593
9	23:41:58	0	0.1500	12.308933345794678	9.259193420410156		0.8611
10	23:42:17	0	0.1500	12.093694343566895	9.416369438171387		0.8621
11	23:42:36	0	0.1500	11.825700359344482	8.897700309753418		0.865
12	23:42:56	1	0.1500	11.987351322174073	9.586894035339355		0.8511
13	23:43:13	0	0.1500	11.682946784973144	9.182486534118652		0.8685
14	23:43:32	1	0.1500	11.65735820388794	8.959596633911133		0.8646
15	23:43:48	0	0.1500	11.34183560180664	8.552390098571777		0.8724
