EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	18:08:48	0	0.5000	19.916073145185198	252.56271362304688		0.0
2	18:09:07	0	0.5000	19.123703629629954	216.01573181152344		0.0
3	18:09:23	1	0.5000	18.65045122419085	266.0108642578125		0.0
4	18:09:36	2	0.5000	18.0579441343035	232.1312713623047		0.0
5	18:09:50	3	0.5000	17.66444824763707	267.9190368652344		0.0
6	18:10:04	4	0.5000	17.315052577427455	221.9630584716797		0.0
7	18:10:19	1	0.2500	12.423659379141672	249.24542236328125		0.0
8	18:10:33	2	0.2500	12.166243062700545	252.55377197265625		0.0
9	18:10:45	3	0.2500	12.152493449619838	247.19390869140625		0.0
10	18:10:59	4	0.2500	11.773933723994665	234.6669158935547		0.0
11	18:11:13	1	0.1250	10.805558286394392	246.82952880859375		0.0
12	18:11:26	2	0.1250	10.452111612047467	247.45863342285156		0.0
13	18:11:40	3	0.1250	10.379527010236467	245.67657470703125		0.0
14	18:11:53	4	0.1250	10.301976803370884	252.37741088867188		0.0
15	18:12:09	1	0.0625	10.00353501183646	250.77536010742188		0.0
16	18:12:23	2	0.0625	10.114169652121408	251.6637420654297		0.0
17	18:12:37	3	0.0625	9.788436549050468	253.48733520507812		0.0
18	18:12:52	4	0.0625	9.886018834795271	253.08216857910156		0.0
19	18:13:07	1	0.0312	9.717529419490269	251.27728271484375		0.0
20	18:13:23	2	0.0312	9.537187726157052	255.90122985839844		0.0
21	18:13:36	3	0.0312	9.411845084599086	256.78155517578125		0.0
22	18:13:49	4	0.0312	9.502138928004674	255.82627868652344		0.0
23	18:14:02	1	0.0156	9.551966748918806	254.76296997070312		0.0
24	18:14:25	2	0.0156	9.441834231785366	255.4278106689453		0.0
25	18:14:39	3	0.0156	9.450010245186942	255.1663360595703		0.0
26	18:14:53	4	0.0156	9.52475630896432	254.77365112304688		0.0
27	18:15:07	1	0.0078	9.443961306980677	255.948974609375		0.0
28	18:15:20	2	0.0078	9.261738109588624	255.46343994140625		0.0
29	18:15:34	3	0.0078	9.292506163460867	257.0426025390625		0.0
30	18:15:48	4	0.0078	9.236122948782784	256.1182861328125		0.0
31	18:16:02	1	0.0039	9.396789114815848	256.3721923828125		0.0
32	18:16:15	2	0.0039	9.277668489728654	256.7003479003906		0.0
33	18:16:29	3	0.0039	9.26760241644723	256.2030334472656		0.0
34	18:16:41	4	0.0039	9.305707263946534	256.6121826171875		0.0
35	18:16:55	1	0.0020	9.307207924979073	256.4658203125		0.0
36	18:17:08	2	0.0020	9.409680993216378	256.4945068359375		0.0
37	18:17:23	3	0.0020	9.392133562905448	256.4640197753906		0.0
38	18:17:38	4	0.0020	9.337772355760848	256.4063415527344		0.0
39	18:17:50	1	0.0010	9.352960968017578	256.4761047363281		0.0
40	18:18:05	2	0.0010	9.265914726257325	256.6046142578125		0.0
41	18:18:23	3	0.0010	9.250180639539446	256.648681640625		0.0
42	18:18:37	4	0.0010	9.386597660609654	256.6268310546875		0.0
43	18:18:50	1	0.0005	9.46455386025565	256.56231689453125		0.0
44	18:19:04	2	0.0005	9.417202568054199	256.5310974121094		0.0
45	18:19:18	3	0.0005	9.366870035443988	256.4476013183594		0.0
46	18:19:34	4	0.0005	9.354052380153112	256.4770202636719		0.0
47	18:19:48	1	0.0002	9.221573039463587	256.48040771484375		0.0
48	18:20:02	2	0.0002	9.309517288208008	256.4801025390625		0.0
49	18:20:17	3	0.0002	9.234528705051966	256.4941711425781		0.0
50	18:20:31	4	0.0002	9.246682112557547	256.5462646484375		0.0
51	18:20:44	1	0.0001	9.291515936170306	256.5456848144531		0.0
52	18:20:57	2	0.0001	9.258178070613317	256.55316162109375		0.0
53	18:21:11	3	0.0001	9.247387422834123	256.5541076660156		0.0
54	18:21:24	4	0.0001	9.215779045649937	256.56280517578125		0.0
