EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	00:14:55	0	0.2000	23.96174634170532	15.65876293182373		0.7638
2	00:15:08	0	0.2000	16.852065689086913	12.391709327697754		0.8116
3	00:15:20	1	0.2000	15.409310371398925	12.00988483428955		0.8067
4	00:15:33	0	0.2000	14.481856887817383	11.140202522277832		0.8369
5	00:15:46	1	0.2000	14.22220709991455	10.827240943908691		0.8172
6	00:15:59	0	0.2000	13.747798259735108	10.030125617980957		0.8453
7	00:16:11	1	0.2000	13.31365912246704	10.312812805175781		0.8337
8	00:16:25	2	0.2000	13.241351348876954	9.423596382141113		0.8353
9	00:16:37	3	0.2000	12.707888896942139	9.214361190795898		0.8429
10	00:16:50	0	0.2000	12.67132551574707	8.906875610351562		0.8457
11	00:17:03	0	0.2000	12.63564149093628	9.053628921508789		0.8546
12	00:17:16	1	0.2000	12.197705821990967	9.097182273864746		0.8453
13	00:17:29	2	0.2000	11.834929725646973	8.647521018981934		0.853
14	00:17:42	3	0.2000	12.050107166290283	8.926417350769043		0.8401
15	00:17:54	0	0.2000	11.916087081909179	8.858050346374512		0.861
